label,BN246label,x,y,z,mni_x,mni_y,mni_z,gm,NMM,Anat,AnatMacro,BN246,YBA_1,Manual Examination,Notes
RmTpT8,A37dl_R,52.69244385,-36.39530671,2.798420429,60.1463301,-47.81765231,11.56074999,Gray,Right MTG middle temporal gyrus,Area PGa (IPL),R Middle Temporal Gyrus,R MTG,Right superior middle temporal gyrus F,,
RmTpT9,A39rv_R,58.28103638,-37.19520354,4.797294378,66.30065477,-48.12495845,14.42348757,Unknown,Right STG superior temporal gyrus,Area PGa (IPL),R Middle Temporal Gyrus,R IPL,Right superior temporal gyrus G,OOB,
RPEA1,Unknown,33.93074036,-36.79525512,18.78941202,39.30533935,-44.57150915,30.38455618,White,Right Cerebral White Matter,Area hIP1 (IPS),Unknown,Unknown,Unknown,lesion,
RPEA2,Unknown,37.92259216,-36.39530671,21.98761034,43.6206057,-43.31588556,34.15335156,Gray,Right Cerebral White Matter,Area hIP1 (IPS),R SupraMarginal Gyrus,Unknown,Unknown,lesion,
RPEA3,A40c_R,41.91444397,-36.39530671,25.18580866,47.91135957,-42.42656918,37.96872864,Gray,Right SMG supramarginal gyrus,Area hIP1 (IPS),R SupraMarginal Gyrus,R IPL,Unknown,lesion,
RPEA4,A40c_R,45.5071106,-36.39530671,28.38400698,51.79286798,-41.47450768,41.72179436,Gray,Right SMG supramarginal gyrus,Area PFm (IPL),R SupraMarginal Gyrus,R IPL,Right supramarginal gyrus 3 B,lesion,
RPEA5,A40c_R,49.4989624,-36.39530671,31.18243051,56.0650989,-40.602992,44.99351808,White,Right SMG supramarginal gyrus,Area PFm (IPL),R SupraMarginal Gyrus,R IPL,Right supramarginal gyrus 3 A,lesion,
RPEA6,A40c_R,53.88999939,-36.39530671,34.78040361,60.84858091,-39.56953648,49.38718614,Unknown,Right SMG supramarginal gyrus,Unknown,R Inferior Parietal Lobule ,R IPL,Right supramarginal gyrus 1 B,lesion,
RPEP1,Unknown,29.14051819,-44.79422349,18.38963723,33.87807592,-53.2156228,32.00703978,White,Right Cerebral White Matter,Unknown,Unknown,Unknown,Unknown,lesion,
RPEP2,A39rd_R,31.93481445,-48.39375925,20.38851118,36.89115003,-56.53953783,35.51511931,Gray,Right Cerebral White Matter,Area hIP1 (IPS),R Angular Gyrus,R IPL,Unknown,lesion,
RPEP3,A39rd_R,34.32992554,-51.99329501,22.78715992,39.46487481,-59.7074162,39.50215209,Gray,Right AnG angular gyrus,Unknown,R Angular Gyrus,R IPL,Right supramarginal gyrus 5 B,lesion,
RPEP4,A39rd_R,37.1242218,-55.19288236,25.58558345,42.51990013,-62.35120433,43.90065137,Gray,Right AnG angular gyrus,Area PGa (IPL),R Angular Gyrus,R IPL,Unknown,lesion,
RPEP5,A39rd_R,39.51933289,-59.19236654,27.98423219,45.23539578,-65.96607717,48.10282231,Gray,Right AnG angular gyrus,Area PGp (IPL),R Angular Gyrus,R IPL,Right supramarginal gyrus 5 B,lesion,
RPEP6,Unknown,42.31362915,-62.39195389,30.78265572,48.48852812,-68.66441859,52.67506982,Unknown,Unknown,Unknown,R Angular Gyrus,Unknown,Unknown,lesion,
