label,BN246label,x,y,z,mni_x,mni_y,mni_z,gm,NMM,Anat,AnatMacro,BN246,YBA_1,ManualExamination,final_loc
LaCaS8,A10m_L,-8.94746,48.17322,27.3042,-9.97997,43.68835,26.56011,White,Left MSFG superior frontal gyrus medial segment,Unknown,L Superior Medial Gyrus,L SFG,Unknown,WM,WM
LaCaS9,A9m_L,-9.34709,49.77233,32.89491,-10.692,45.70076,33.02691,White,Left Cerebral White Matter,Unknown,L Superior Frontal Gyrus,L SFG,Left superior frontal gyrus 2 B,WM,WM
LAglT1,A28/34_L,-18.1391,10.19433,-21.4148,-18.2188,-2.59654,-29.0598,Gray,Left Ent entorhinal area,Entorhinal Cortex,L ParaHippocampal Gyrus,L PhG,Left parahippocampal gyrus B,,Left parahippocampal gyrus B
LAglT10,A21r_L,-61.6993,4.997223,-8.63606,-67.5529,-8.94488,-17.6005,Gray,Left MTG middle temporal gyrus,Unknown,L Middle Temporal Gyrus,L MTG,Left superior middle temporal gyrus B,,Left superior middle temporal gyrus B
LAglT2,rHipp_L,-22.535,9.794557,-19.8175,-23.2183,-3.02904,-27.4526,Gray,Left Amygdala,Amygdala (LB),L ParaHippocampal Gyrus,L Hipp,Left amygdala inferior,,Left amygdala inferior
LAglT3,lAmyg_L,-27.7303,8.995001,-18.6195,-29.1524,-4.06959,-26.5116,Gray,Left Amygdala,Amygdala (LB),L Hippocampus,L Amyg,Left amygdala inferior,,Left amygdala inferior
LAglT4,lAmyg_L,-32.1263,8.595223,-17.0221,-34.336,-4.60175,-25.2054,White,Left Cerebral White Matter,Amygdala (LB),Unknown,L Amyg,Left amygdala inferior,WM,WM
LAglT5,Unknown,-37.3215,8.195446,-15.4248,-40.32,-5.13176,-23.985,White,Left Cerebral White Matter,Unknown,Unknown,Unknown,Unknown,WM,WM
LAglT6,A22r_L,-42.1172,7.795668,-13.8274,-45.8168,-5.64091,-22.6858,White,Left Cerebral White Matter,Unknown,L Middle Temporal Gyrus,L STG,Unknown,WM,WM
LAglT7,aSTS_L,-46.9128,7.39589,-12.6294,-51.245,-6.11474,-21.6616,Gray,Left MTG middle temporal gyrus,Unknown,L Middle Temporal Gyrus,L MTG,Left superior middle temporal gyrus A,,Left superior middle temporal gyrus A
LAglT8,aSTS_L,-51.7084,6.596334,-11.0321,-56.6244,-7.01035,-20.0729,Gray,Left MTG middle temporal gyrus,Unknown,L Middle Temporal Gyrus,L MTG,Left superior middle temporal gyrus A,,Left superior middle temporal gyrus A
LAglT9,A21r_L,-56.504,6.196557,-9.83407,-61.9186,-7.52943,-18.8725,Gray,Left MTG middle temporal gyrus,Unknown,L Middle Temporal Gyrus,L MTG,Left superior middle temporal gyrus A,,Left superior middle temporal gyrus A
LaImM1,vId/vIg_L,-34.5241,20.18878,-3.84403,-37.8422,9.389488,-10.3051,Gray,Left AIns anterior insula,Unknown,L Insula Lobe,L INS,Left posterior short insular gyrus C,,Left posterior short insular gyrus C
LaImM10,A8vl_L,-27.7303,32.98167,38.88496,-31.504,25.75607,38.39873,White,Left MFG middle frontal gyrus,Unknown,L Middle Frontal Gyrus,L MFG,Left middle frontal gyrus 5 A,WM,WM
LaImM11,A8vl_L,-26.931,34.58078,43.27765,-30.4172,27.79258,43.52082,White,Left MFG middle frontal gyrus,Unknown,L Middle Frontal Gyrus,L MFG,Left middle frontal gyrus 5 A,WM,WM
LaImM12,A8vl_L,-26.5314,36.17989,48.06969,-29.7972,29.9363,49.09871,Gray,Left MFG middle frontal gyrus,Unknown,L Middle Frontal Gyrus,L MFG,Left superior frontal gyrus 4 D,WM,WM
LaImM13,Unknown,-25.7321,37.779,52.86173,-28.8773,32.19942,54.7759,Gray,Unknown,Unknown,L Middle Frontal Gyrus,Unknown,Left superior frontal gyrus 4 D,,Left superior frontal gyrus 4 D
LaImM14,Unknown,-24.9329,38.57856,58.0531,-28.0432,33.61437,60.99354,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,OOB,OOB
LaImM2,dIa_L,-33.7248,21.38811,0.948009,-37.1195,11.12129,-4.79411,Gray,Left AIns anterior insula,Unknown,L Insula Lobe,L INS,Left middle short insular gyrus B,,Left middle short insular gyrus B
LaImM3,dIa_L,-33.3252,22.58745,5.340708,-36.8937,12.8479,0.1116,Gray,Left AIns anterior insula,Unknown,L Insula Lobe,L INS,Left middle short insular gyrus B,,Left middle short insular gyrus B
LaImM4,A44op_L,-32.5259,24.18656,10.53208,-36.3196,15.05206,5.871486,Gray,Left FO frontal operculum,Unknown,L Insula Lobe,L IFG,Left pars opercularis C,,Left pars opercularis C
LaImM5,A44op_L,-31.7266,25.38589,15.32412,-35.7111,16.66203,11.14909,Gray,Left FO frontal operculum,Unknown,L Insula Lobe,L IFG,Left pars opercularis C,,Left pars opercularis C
LaImM6,Unknown,-30.9274,26.985,19.71681,-35.0702,18.61051,16.15288,White,Left Cerebral White Matter,Unknown,L IFG (p Opercularis),Unknown,Unknown,WM,WM
LaImM7,IFJ_L,-30.1281,28.58411,24.50885,-34.4682,20.51495,21.77978,Gray,Left OpIFG opercular part of the inferior frontal gyrus,Unknown,L IFG (p Triangularis),L MFG,Unknown,Left middle frontal gyrus 4 B,Left middle frontal gyrus 4 B
LaImM8,IFJ_L,-29.3288,30.18322,29.30089,-33.6345,22.36517,27.31687,White,Left Cerebral White Matter,Unknown,L IFG (p Triangularis),L MFG,Unknown,WM,WM
LalmM9,A8vl_L,-28.5296,31.38256,34.09292,-32.6066,23.81443,32.86059,White,Left MFG middle frontal gyrus,Unknown,L Middle Frontal Gyrus,L MFG,Unknown,WM,WM
LCmfO1,mPFtha_L,-4.55147,-10.9939,5.340708,-4.34855,-24.5676,2.472765,Gray,Left Thalamus Proper,Thal: Prefrontal,L Thalamus,L Tha,Unknown,Left thalamus,Left thalamus
LCmfO10,A1/2/3ulhf_L,-42.1172,-1.799,28.90155,-46.6323,-13.5604,27.01178,White,Left Cerebral White Matter,Area 3a,L Postcentral Gyrus,L PoG,Unknown,WM,WM
LCmfO11,A1/2/3ulhf_L,-46.1135,-0.59967,31.29757,-51.1213,-12.1504,29.56689,White,Left PoG postcentral gyrus,Area 3b,L Postcentral Gyrus,L PoG,Left somatosensory J,WM,WM
LCmfO12,A1/2/3ulhf_L,-50.5095,0.19989,33.69358,-56.0674,-11.2844,32.07861,Gray,Left PoG postcentral gyrus,Area 3b,L Postcentral Gyrus,L PoG,Left somatosensory J,,Left somatosensory J
LCmfO13,A1/2/3ulhf_L,-54.5058,2.198779,36.48894,-60.5281,-8.91538,35.11691,Gray,Left PoG postcentral gyrus,Area 3b,L Postcentral Gyrus,L PoG,Left somatosensory K,,Left somatosensory K
LCmfO14,Unknown,-58.9018,2.198779,39.28429,-65.4391,-8.8467,38.10316,Unknown,Unknown,Unknown,Unknown,Unknown,Left somatosensory K,OOB,OOB
LCmfO2,PPtha_L,-8.94746,-9.79455,8.136062,-9.19476,-23.1162,5.619365,Gray,Left Thalamus Proper,Thal: Prefrontal,L Thalamus,L Tha,Unknown,Left thalamus,Left thalamus
LCmfO3,PPtha_L,-12.9438,-8.995,10.93142,-13.6882,-22.1053,8.682886,Gray,Left Thalamus Proper,Thal: Prefrontal,L Thalamus,L Tha,Unknown,Left thalamus,Left thalamus
LCmfO4,lPFtha_L,-16.9402,-7.79567,13.32743,-18.2236,-20.6803,11.22649,White,Left Thalamus Proper,Thal: Parietal,L Thalamus,L Tha,Unknown,WM,WM
LCmfO5,mPMtha_L,-20.9365,-6.99611,16.12279,-22.7372,-19.6882,14.22216,White,Left Cerebral White Matter,Thal: Motor,Unknown,L Tha,Unknown,WM,WM
LCmfO6,Unknown,-25.3325,-5.79678,18.91814,-27.6315,-18.2352,17.16134,White,Left Cerebral White Matter,Unknown,Unknown,Unknown,Unknown,WM,WM
LCmfO7,G_L,-29.3288,-4.99722,21.31416,-32.142,-17.2702,19.54434,White,Left PIns posterior insula,Unknown,L Insula Lobe,L INS,Unknown,WM,WM
LCmfO8,dIg_L,-33.7248,-3.79789,23.71018,-37.1908,-15.9076,21.75647,Gray,Left CO central operculum,Area OP3 [VS],L Insula Lobe,L INS,Left somatosensory M,,Left somatosensory M
LCmfO9,Unknown,-37.7212,-2.99833,26.50553,-41.7309,-14.9579,24.5474,White,Left Cerebral White Matter,Unknown,L Rolandic Operculum,Unknown,Left somatosensory M,WM,WM
LHplT1,rHipp_L,-18.1391,-4.59744,-13.8274,-19.069,-18.5259,-19.9651,Gray,Left PHG parahippocampal gyrus,CA3 (Hippocampus),L ParaHippocampal Gyrus,L Hipp,Left hippocampus pes,,Left hippocampus pes
LHplT10,aSTS_L,-60.9,-9.79455,0.149337,-66.7311,-25.4631,-7.60306,Gray,Left MTG middle temporal gyrus,Unknown,L Middle Temporal Gyrus,L MTG,Left superior middle temporal gyrus C,,Left superior middle temporal gyrus C
LHplT2,rHipp_L,-22.9347,-4.99722,-12.2301,-24.4277,-18.9467,-18.4323,Gray,Left Hippocampus,CA3 (Hippocampus),L Hippocampus,L Hipp,Left hippocampus pes,,Left hippocampus pes
LHplT3,cHipp_L,-27.7303,-5.79678,-10.6327,-29.8153,-20.0522,-17.1474,Gray,Left Hippocampus,DG (Hippocampus),L Hippocampus,L Hipp,Left hippocampus body,,Left hippocampus body
LHplT4,cHipp_L,-32.5259,-6.59633,-9.0354,-35.2188,-21.1141,-15.8638,Gray,Left Hippocampus,CA2 (Hippocampus),L Hippocampus,L Hipp,Left hippocampus body,,Left hippocampus body
LHplT5,cHipp_L,-36.9219,-7.39589,-7.43805,-40.1463,-22.1535,-14.5274,White,Left Cerebral White Matter,Unknown,Unknown,L Hipp,Unknown,WM,WM
LHplT6,Unknown,-41.7175,-7.79567,-6.24004,-45.41,-22.8274,-13.7033,White,Left Cerebral White Matter,Unknown,L Middle Temporal Gyrus,Unknown,Unknown,WM,WM
LHplT7,aSTS_L,-46.5131,-8.59522,-4.6427,-50.7302,-23.9179,-12.3253,White,Left MTG middle temporal gyrus,Unknown,L Middle Temporal Gyrus,L MTG,Left superior middle temporal gyrus C,WM,WM
LHplT8,aSTS_L,-51.3088,-9.39478,-3.04535,-56.0684,-24.9647,-10.8438,Gray,Left MTG middle temporal gyrus,Unknown,L Middle Temporal Gyrus,L MTG,Left superior middle temporal gyrus C,WM,WM
LHplT9,aSTS_L,-56.1044,-9.79455,-1.44801,-61.4179,-25.5075,-9.30477,Gray,Left MTG middle temporal gyrus,Unknown,L Middle Temporal Gyrus,L MTG,Left superior middle temporal gyrus C,,Left superior middle temporal gyrus C
LmCmS1,Unknown,-2.5533,6.196557,26.50553,-2.72808,-3.71258,27.07476,White,Left Cerebral White Matter,Unknown,Unknown,Unknown,Unknown,WM,WM
LmCmS10,Unknown,-20.9365,18.58967,66.43916,-23.3479,11.862,72.478,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,OOB,OOB
LmCmS2,A24rv_L,-4.55147,7.39589,30.89823,-4.99782,-2.27129,32.14187,White,Left MCgG middle cingulate gyrus,Area 33,L MCC,L CG,Left cingulate gyrus K,WM,WM
LmCmS3,A24cd_L,-6.54965,8.995001,35.29093,-7.28755,-0.40654,37.19155,Gray,Left MCgG middle cingulate gyrus,Unknown,L MCC,L CG,Left cingulate gyrus K,,Left cingulate gyrus K
LmCmS4,A6m_L,-8.54782,10.59411,39.68363,-9.53241,1.42351,42.14109,Gray,Left MCgG middle cingulate gyrus,Unknown,L MCC,L SFG,Left superior frontal gyrus 6 A,,Left superior frontal gyrus 6 A
LmCmS5,A6m_L,-10.546,12.19322,43.67699,-11.7533,3.275639,46.60111,White,Left Cerebral White Matter,Unknown,L Posterior-Medial Frontal,L SFG,Unknown,WM,WM
LmCmS6,Unknown,-12.5442,13.39256,48.06969,-13.9053,4.713037,51.52958,White,Left Cerebral White Matter,Unknown,L Superior Frontal Gyrus,Unknown,Unknown,WM,WM
LmCmS7,A8dl_L,-14.5423,14.99167,52.46239,-16.0811,6.662351,56.49165,White,Left SFG superior frontal gyrus,Unknown,L Superior Frontal Gyrus,L SFG,Unknown,WM,WM
LmCmS8,A6dl_L,-16.9402,16.191,56.85509,-18.7499,8.259793,61.5203,White,Left SFG superior frontal gyrus,Unknown,L Superior Frontal Gyrus,L SFG,Left superior frontal gyrus 6 D,WM,WM
LmCmS9,A8dl_L,-18.9383,17.79011,60.84845,-20.9813,10.396,66.02798,White,Left SFG superior frontal gyrus,Unknown,L Superior Frontal Gyrus,L SFG,Left superior frontal gyrus 6 D,WM,WM
LmOlF1,A11l_L,-17.3398,46.17433,-12.2301,-18.0187,39.18672,-18.9528,White,Left MOrG medial orbital gyrus,Area Fo3,L Superior Orbital Gyrus,L OrG,Left frontal orbital 3 C,WM,WM
LmOlF2,A11l_L,-20.9365,46.17433,-9.43473,-22.5317,39.21038,-16.2312,Gray,Left MOrG medial orbital gyrus,Area Fo3,L Middle Orbital Gyrus,L OrG,Left frontal orbital 3 C,,Left frontal orbital 3 C
LmOlF3,A11l_L,-25.3325,46.57411,-5.84071,-27.9949,39.71586,-12.7434,Gray,Left AOrG anterior orbital gyrus,Area Fo3,L Middle Orbital Gyrus,L OrG,Left frontal orbital 3 D,,Left frontal orbital 3 D
LmOlF4,A12/47o_L,-29.3288,46.97389,-3.04535,-32.804,40.26241,-9.94919,Gray,Left LOrG lateral orbital gyrus,Unknown,L Middle Orbital Gyrus,L OrG,Left frontal orbital 3 D,,Left frontal orbital 3 D
LmOlF5,A12/47o_L,-32.9256,47.37367,-0.25,-37.1333,40.84613,-6.89324,White,Left Cerebral White Matter,Unknown,L IFG (p Orbitalis),L OrG,Left frontal orbital 3 D,WM,WM
LmOlF6,A45r_L,-36.5223,47.37367,2.545354,-41.4522,40.99514,-3.78845,Gray,Left TrIFG triangular part of the inferior frontal gyrus,Unknown,L IFG (p Orbitalis),L IFG,Left anterior pars triangularis A,WM,WM
LmOlF7,A45r_L,-40.5186,47.37367,5.740045,-46.1426,41.20445,-0.24135,Gray,Left TrIFG triangular part of the inferior frontal gyrus,Unknown,L IFG (p Triangularis),L IFG,Left anterior pars triangularis A,WM,WM
LmOlF8,A45r_L,-44.515,48.17322,8.136062,-50.6743,42.27184,2.460264,Unknown,Left TrIFG triangular part of the inferior frontal gyrus,Unknown,L IFG (p Triangularis),L IFG,Left anterior pars triangularis A,,Left anterior pars triangularis A
LmOlF9,Unknown,-48.1117,48.97278,10.93142,-54.6962,43.3355,5.643219,Unknown,Unknown,Unknown,L IFG (p Triangularis),Unknown,Left anterior pars triangularis A,OOB,OOB
LmTpT1,A37mv_L,-21.7358,-35.7801,-6.63938,-23.2763,-54.0035,-12.4209,Gray,Left FuG fusiform gyrus,Area FG3,L Lingual Gyrus,L FuG,Left medial occipitotemporal gyrus F,,Left medial occipitotemporal gyrus F
LmTpT2,A37mv_L,-26.931,-35.7801,-7.03872,-29.0665,-54.1292,-13.1229,White,Left FuG fusiform gyrus,Area FG3,L Fusiform Gyrus,L FuG,Left medial occipitotemporal gyrus F,,Left medial occipitotemporal gyrus F
LmTpT3,A37mv_L,-31.7266,-35.7801,-7.03872,-34.3548,-54.1494,-13.4052,Gray,Left FuG fusiform gyrus,Area FG3,L Fusiform Gyrus,L FuG,Left medial occipitotemporal gyrus F,,Left medial occipitotemporal gyrus F
LmTpT4,A37lv_L,-36.9219,-35.7801,-7.43805,-40.1294,-54.1745,-14.0296,White,Left FuG fusiform gyrus,Area FG4,L Fusiform Gyrus,L FuG,Left lateral occipitotemporal gyrus C,,Left lateral occipitotemporal gyrus C
LmTpT5,A37lv_L,-41.7175,-35.7801,-7.83739,-45.5597,-54.3291,-14.8136,Gray,Left ITG inferior temporal gyrus,Area FG4,L Inferior Temporal Gyrus,L FuG,Left basal inferior temporal gyrus E,,Left basal inferior temporal gyrus E
LmTpT6,A37elv_L,-46.9128,-35.7801,-8.23673,-51.4306,-54.6261,-15.6714,Gray,Left ITG inferior temporal gyrus,Unknown,L Inferior Temporal Gyrus,L ITG,Left basal inferior temporal gyrus E,,Left basal inferior temporal gyrus E
LmTpT7,A20cl_L,-52.108,-35.7801,-8.63606,-57.3139,-54.9927,-16.5108,Gray,Left ITG inferior temporal gyrus,Unknown,L Inferior Temporal Gyrus,L ITG,Left lateral inferior temporal gyrus F,,Left lateral inferior temporal gyrus F
LmTpT8,A20cl_L,-56.9037,-35.7801,-8.63606,-62.8017,-55.3349,-16.8301,Gray,Left ITG inferior temporal gyrus,Unknown,L Inferior Temporal Gyrus,L ITG,Left lateral inferior temporal gyrus F,,Left lateral inferior temporal gyrus F
LpCiP1,A23d_L,-1.75403,-28.5841,24.50885,-2.2634,-43.3897,23.56826,Gray,Left PCgG posterior cingulate gyrus,Unknown,L PCC,L CG,Left cingulate gyrus O,,Left cingulate gyrus O
LpCiP10,A39rd_L,-38.5204,-45.3748,44.47566,-41.9281,-62.6388,44.89348,White,Left AnG angular gyrus,Area PGa (IPL),L Angular Gyrus,L IPL,Left supramarginal gyrus 5 C,WM,WM
LpCiP11,A40c_L,-42.9164,-47.3737,46.07301,-46.7559,-64.8917,46.4642,Gray,Left AnG angular gyrus,Area PGa (IPL),L Angular Gyrus,L IPL,Left supramarginal gyrus 5 C,,Left supramarginal gyrus 5 C
LpCiP12,Unknown,-46.9128,-49.3726,48.86836,-51.2949,-67.189,49.51191,Unknown,Unknown,Unknown,Unknown,Unknown,Left supramarginal gyrus 5 B,OOB,OOB
LpCiP2,A23d_L,-5.75038,-30.583,27.3042,-6.80226,-45.7797,26.78835,White,Left Cerebral White Matter,Unknown,L PCC,L CG,Left cingulate gyrus O,,Left cingulate gyrus O
LpCiP3,A31_L,-10.1464,-32.5819,29.30089,-11.603,-48.312,29.08105,Gray,Left PCgG posterior cingulate gyrus,Unknown,L PCC,L Pcun,Left cingulate gyrus P,WM,WM
LpCiP4,A31_L,-14.1427,-33.7812,31.29757,-15.858,-49.8444,31.35748,White,Left Cerebral White Matter,Unknown,Unknown,L Pcun,Left superior parietal 3 A,WM,WM
LpCiP5,Unknown,-18.1391,-35.7801,33.29425,-20.0891,-52.2475,33.56197,White,Left Cerebral White Matter,Unknown,Unknown,Unknown,Unknown,WM,WM
LpCiP6,Unknown,-22.1354,-37.779,35.69027,-24.3062,-54.5354,36.07514,White,Left Cerebral White Matter,Unknown,L Middle Occipital Gyrus,Unknown,Unknown,WM,WM
LpCiP7,A5l_L,-26.1318,-39.3781,38.08628,-28.5601,-56.2729,38.47343,White,Left SPL superior parietal lobule,Area hIP3 (IPS),L Inferior Parietal Lobule,L SPL,Left superior parietal 3 F,WM,WM
LpCiP8,A39rd_L,-30.5277,-41.377,40.08296,-33.3057,-58.4059,40.40922,White,Left AnG angular gyrus,Area hIP3 (IPS),L Inferior Parietal Lobule,L IPL,Left superior parietal 3 F,WM,WM
LpCiP9,A39rd_L,-34.5241,-43.3759,42.47898,-37.5972,-60.4884,42.89096,White,Left AnG angular gyrus,Area hIP3 (IPS),L Angular Gyrus,L IPL,Left supramarginal gyrus 4 A,WM,WM
RaCaS1,A14m_R,1.043417,40.97722,-8.23673,2.446928,34.1021,-13.4887,Gray,Right MSFG superior frontal gyrus medial segment,Area s32,L Mid Orbital Gyrus,R OrG,Right frontal pole 1 B,,Right frontal pole 1 B
RaCaS10,A9l_R,11.83356,45.77456,34.89159,13.23473,41.37657,35.80317,White,Right Cerebral White Matter,Unknown,R Superior Medial Gyrus,R SFG,Unknown,WM,WM
RaCaS11,A9l_R,12.63283,46.17433,39.68363,14.05039,42.00699,41.31982,Gray,Right SFG superior frontal gyrus,Unknown,R Superior Frontal Gyrus,R SFG,Unknown,Right superior frontal gyrus 3 D,Right superior frontal gyrus 3 D
RaCaS12,A9l_R,13.83174,46.57411,44.875,15.2547,42.73146,47.33177,Gray,Right SFG superior frontal gyrus,Unknown,R Superior Frontal Gyrus,R SFG,Right superior frontal gyrus 3 D,WM,WM
RaCaS13,A9l_R,15.03064,47.37367,49.66704,16.49607,44.01488,52.89127,Gray,Right SFG superior frontal gyrus,Unknown,R Superior Frontal Gyrus,R SFG,Right superior frontal gyrus 3 D,OOB,OOB
RaCaS14,Unknown,16.22955,47.37367,54.45907,17.67505,44.37631,58.44654,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,OOB,OOB
RaCaS2,A32sg_R,1.842687,41.77678,-3.44469,3.19594,35.35143,-8.15365,Gray,Right ACgG anterior cingulate gyrus,Area s32,R ACC,R CG,Right cingulate gyrus D,,Right cingulate gyrus D
RaCaS3,A32sg_R,3.441227,41.77678,0.948009,4.887536,35.67381,-3.15563,Gray,Right ACgG anterior cingulate gyrus,Area 33,R ACC,R CG,Right cingulate gyrus D,WM,WM
RaCaS4,A24rv_R,4.640132,42.17656,6.139381,6.086387,36.42856,2.791762,Gray,Right ACgG anterior cingulate gyrus,Area 33,R ACC,R CG,Right cingulate gyrus E,,Right cingulate gyrus E
RaCaS5,A24rv_R,5.839037,42.97611,10.93142,7.247177,37.45039,8.273188,Gray,Right ACgG anterior cingulate gyrus,Unknown,R ACC,R CG,Right cingulate gyrus F,WM,WM
RaCaS6,A32sg_R,7.437576,42.97611,15.72345,8.792753,37.52552,13.78439,Gray,Right ACgG anterior cingulate gyrus,Unknown,R ACC,R CG,Right cingulate gyrus F,WM,WM
RaCaS7,A32p_R,8.236846,44.17544,20.51549,9.343544,39.04233,19.23832,Gray,Right ACgG anterior cingulate gyrus,Unknown,R ACC,R CG,Right cingulate gyrus G,,Right cingulate gyrus G
RaCaS8,A9m_R,9.435751,44.57522,25.30752,10.4669,39.61718,24.73253,Gray,Right MSFG superior frontal gyrus medial segment,Unknown,R ACC,R SFG,Right superior frontal gyrus 1 A,,Right superior frontal gyrus 1 A
RaCaS9,A9m_R,10.63466,44.975,30.09956,11.8486,40.25771,30.28344,White,Right Cerebral White Matter,Unknown,R MCC,R SFG,Unknown,WM,WM
RAglT1,rHipp_R,14.23137,9.394779,-18.2201,17.64972,-2.68475,-24.364,Gray,Right Amygdala,Amygdala (LB),R ParaHippocampal Gyrus,R Hipp,Right amygdala inferior,,Right amygdala inferior
RAglT10,A21r_R,58.59085,9.394779,-13.0288,69.16026,-2.10957,-19.0153,Unknown,Unknown,Unknown,R Middle Temporal Gyrus,R MTG,Unknown,OOB,OOB
RAglT2,mAmyg_R,19.42663,9.394779,-17.8208,23.55347,-2.53429,-23.8264,Gray,Right Amygdala,Amygdala (LB),R ParaHippocampal Gyrus,R Amyg,Right amygdala inferior,,Right amygdala inferior
RAglT3,lAmyg_R,24.22224,9.394779,-17.0221,29.04772,-2.37399,-22.882,Gray,Right Amygdala,Amygdala (LB),R Amygdala,R Amyg,Right amygdala inferior,,Right amygdala inferior
RAglT4,lAmyg_R,29.4175,9.394779,-16.6228,35.09513,-2.28838,-22.5315,White,Right Cerebral White Matter,Amygdala (LB),R Amygdala,R Amyg,Unknown,WM,WM
RAglT5,A38l_R,34.21312,9.794557,-16.2235,40.71358,-1.85139,-22.3313,White,Right Cerebral White Matter,Area Id1,Unknown,R STG,Unknown,WM,WM
RAglT6,A22r_R,39.00874,9.794557,-15.4248,46.37624,-1.93571,-21.7085,White,Right STG superior temporal gyrus,Area Id1,R Middle Temporal Gyrus,R STG,Right superior middle temporal gyrus A,,Right superior middle temporal gyrus A
RAglT7,aSTS_R,44.20399,10.19433,-15.0254,52.47997,-1.54978,-21.4623,Gray,Right MTG middle temporal gyrus,Unknown,R Middle Temporal Gyrus,R MTG,Right superior middle temporal gyrus A,,Right superior middle temporal gyrus A
RAglT8,aSTS_R,48.99961,10.19433,-14.2268,58.03858,-1.49373,-20.5712,Gray,Right MTG middle temporal gyrus,Unknown,R Middle Temporal Gyrus,R MTG,Right superior middle temporal gyrus A,WM,WM
RAglT9,A21r_R,54.19487,10.19433,-13.8274,64.03404,-1.39752,-20.0129,Gray,Right MTG middle temporal gyrus,Unknown,R Middle Temporal Gyrus,R MTG,Right superior middle temporal gyrus A,,Right superior middle temporal gyrus A
RaImM1,vId/vIg_R,34.61275,16.99056,-3.04535,41.04994,6.915673,-7.41171,Gray,Right AIns anterior insula,Unknown,R Insula Lobe,R INS,Right posterior short insular gyrus C,,Right posterior short insular gyrus C
RaImM10,A8vl_R,32.61458,30.98278,39.68363,36.88983,24.43833,40.86936,White,Right MFG middle frontal gyrus,Unknown,R Middle Frontal Gyrus,R MFG,Unknown,WM,WM
RaImM11,A8vl_R,32.21494,32.58189,44.47566,36.06008,26.5815,46.34305,Gray,Right MFG middle frontal gyrus,Unknown,R Middle Frontal Gyrus,R MFG,Right middle frontal gyrus 5 A,,Right middle frontal gyrus 5 A
RaImM12,A8vl_R,31.81531,34.181,49.2677,35.34339,28.832,51.91615,Gray,Right MFG middle frontal gyrus,Unknown,R Middle Frontal Gyrus,R MFG,Right middle frontal gyrus 5 A,,Right middle frontal gyrus 5 A
RaImM2,dId_R,34.61275,18.18989,1.746682,40.75579,8.619029,-1.94926,Gray,Right AIns anterior insula,Unknown,R Insula Lobe,R INS,Right middle short insular gyrus B,,Right middle short insular gyrus B
RaImM3,dId_R,34.21312,19.789,6.538717,40.05624,10.77807,3.486655,Gray,Right FO frontal operculum,Unknown,R Insula Lobe,R INS,Right middle short insular gyrus A,,Right middle short insular gyrus A
RaImM4,A44op_R,33.81348,21.38811,11.33075,39.50924,12.9066,8.866291,Gray,Right FO frontal operculum,Unknown,R IFG (p Opercularis),R IFG,Right pars opercularis C,,Right pars opercularis C
